iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.048969626,0.0,1.588616,1.2832586,1.2731166,1.0678632,1.252861,1.3239228,1.2808623,1.3724208,1.5864773,1.2151995,1.2492104,0.9747164,1.1758338,1.2859784,1.2118967,1.3510664
1,-0.07261622,1.819068193435669,1.5902,1.2812997,1.2731675,1.0670023,1.2542261,1.324417,1.2808158,1.3721083,1.5842588,1.2122878,1.2479,0.97377783,1.1761292,1.2854104,1.211477,1.3509635
2,-0.07649267,1.6681239604949951,1.5909644,1.2845193,1.2738476,1.068517,1.2544327,1.3241198,1.2803284,1.3720284,1.586558,1.2174083,1.2480431,0.9754091,1.1761098,1.2867028,1.2117037,1.3512381
3,-0.061007023,1.778857946395874,1.5909171,1.2845095,1.2727178,1.0680423,1.2544796,1.3244156,1.2806693,1.3722683,1.5874128,1.2165192,1.2493901,0.97548294,1.1752259,1.2865782,1.2111864,1.3505847
4,-0.08443725,1.7213773727416992,1.5903727,1.284499,1.273581,1.0678091,1.2541263,1.3244457,1.2807664,1.3721236,1.5877211,1.2172147,1.2486304,0.97532296,1.1765034,1.2867435,1.2119317,1.3512018
5,-0.08974254,1.8397414684295654,1.5907538,1.2846347,1.2735841,1.0685419,1.2541207,1.3235657,1.2800064,1.3711073,1.587614,1.2172449,1.2494382,0.9755392,1.1763878,1.2866936,1.2119391,1.3512293
6,-0.11864221,1.8157479763031006,1.5900624,1.2837691,1.2737882,1.0677978,1.2530723,1.3233212,1.2805662,1.3719573,1.5869032,1.2161002,1.2490033,0.97510535,1.1763821,1.286808,1.2119546,1.3508871
7,-0.08728838,1.7776062488555908,1.590838,1.2836522,1.273715,1.0685143,1.2535536,1.3229648,1.2806339,1.372248,1.587721,1.2159593,1.249561,0.9750655,1.1764026,1.2865499,1.2119472,1.3510885
8,-0.1281892,1.664360761642456,1.5902613,1.2845783,1.2738726,1.0685292,1.254302,1.3237524,1.2807778,1.3721089,1.5877317,1.2166032,1.2494175,0.97493416,1.176534,1.2868764,1.2117614,1.3510544
9,-0.048538923,1.8633058071136475,1.5902421,1.2832645,1.2738172,1.0678717,1.2534518,1.3243629,1.2806709,1.3719602,1.5874231,1.2165515,1.2484624,0.974002,1.1765335,1.2868214,1.2119042,1.3512392
10,-0.12192178,1.7497050762176514,1.590486,1.283542,1.2737241,1.0675775,1.2539974,1.324027,1.2808281,1.3723769,1.5877167,1.2172847,1.2493842,0.9755396,1.1764195,1.286739,1.2116315,1.3507663
11,-0.069781184,1.8420841693878174,1.5908327,1.2841698,1.2738451,1.0680459,1.2526294,1.3236178,1.2806139,1.3719242,1.5876324,1.2162772,1.2492489,0.9747194,1.1757811,1.2868323,1.2119297,1.3507907
12,-0.090124846,1.6834733486175537,1.590937,1.2845469,1.2737985,1.0684196,1.2545153,1.3244469,1.2806433,1.3724174,1.5870043,1.2172385,1.2495146,0.9754671,1.1765379,1.28639,1.2116628,1.3506857
