iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.07204628,0.0,1.5793533,1.2820357,1.2578784,1.0549437,1.2245233,1.3091912,1.2718797,1.3821781,1.5797002,1.2477205,1.2373542,0.990314,1.2074127,1.3029587,1.2535908,1.38601
1,-0.0651027,9.513008117675781,1.579569,1.2827587,1.2576433,1.0549241,1.2245293,1.307293,1.2719085,1.381404,1.579784,1.2488059,1.237624,0.9902514,1.2074544,1.3029205,1.2538178,1.3859184
2,-0.064207196,9.337910652160645,1.5767467,1.2777807,1.2548183,1.0532582,1.2228231,1.3054454,1.2690463,1.3796036,1.5773178,1.2444447,1.232731,0.9861669,1.2050025,1.3024639,1.2524934,1.3833902
3,-0.059017062,9.502722024917603,1.5793865,1.2827772,1.257725,1.0536968,1.224566,1.3090743,1.2721546,1.3821262,1.5795323,1.2489192,1.2376478,0.99027246,1.2061528,1.3027427,1.2536122,1.3859432
4,-0.07857978,9.662628412246704,1.5794399,1.2827439,1.2577367,1.054867,1.2244136,1.3091758,1.2719445,1.3821661,1.5798353,1.2489374,1.2376454,0.99044025,1.2067277,1.3028014,1.2528547,1.3856419
5,-0.05894959,9.350389242172241,1.5794206,1.2822624,1.257793,1.0548913,1.2243611,1.3088983,1.2720945,1.3817972,1.5794263,1.248912,1.2368255,0.99041855,1.2073252,1.3024195,1.2538402,1.3860594
6,-0.07850051,9.399878978729248,1.5790895,1.2822317,1.2578831,1.0549188,1.2245669,1.3091693,1.2721509,1.3821044,1.5795244,1.2486721,1.2371165,0.9903722,1.2073774,1.3027288,1.2537427,1.3860381
7,-0.10712826,9.466089010238647,1.5793747,1.2822821,1.2578815,1.0549449,1.224449,1.3091922,1.2717417,1.3818336,1.5798147,1.2482057,1.2375789,0.9903886,1.2070174,1.303027,1.2535889,1.3860294
8,-0.08424139,9.424476385116577,1.5773185,1.2809504,1.2574772,1.054677,1.2245532,1.3091593,1.2721204,1.3819929,1.5787039,1.248086,1.2375522,0.9901744,1.2066298,1.3028651,1.2537795,1.3860065
9,-0.06312466,9.437582015991211,1.5747411,1.2784303,1.2570223,1.0536215,1.2239122,1.3081021,1.2718651,1.3821316,1.5782921,1.247803,1.2368983,0.9900344,1.2035161,1.3016046,1.25343,1.3858598
10,-0.094993114,9.550459146499634,1.5761096,1.2795845,1.2566524,1.0541477,1.2237387,1.3080449,1.2717146,1.3814656,1.5788977,1.2479006,1.2371097,0.990012,1.2032727,1.3016845,1.2531776,1.3854157
11,-0.09664059,9.532048463821411,1.5795221,1.2827708,1.257517,1.0545388,1.2245653,1.3091953,1.2721322,1.3821733,1.5798173,1.2489133,1.2376478,0.99034995,1.2072512,1.303018,1.2537413,1.3857615
12,-0.050075173,9.470947742462158,1.579566,1.2825726,1.257251,1.054419,1.2244486,1.3089436,1.2721568,1.3821765,1.5791808,1.2482558,1.2375544,0.99044,1.2074592,1.3030251,1.2535363,1.3853078
13,-0.07814348,9.2626793384552,1.579249,1.2821549,1.2578895,1.0548831,1.2245231,1.3091142,1.2721447,1.3821697,1.5796562,1.2485154,1.237333,0.9901691,1.2067862,1.3026781,1.2537147,1.3860508
14,-0.087423325,9.57807207107544,1.5781177,1.2811961,1.2570287,1.0545572,1.2234533,1.3076218,1.2718353,1.3816553,1.5778173,1.2461311,1.2353781,0.98781484,1.2030393,1.3009164,1.2529191,1.3850034
15,-0.10037124,9.855319738388062,1.5766481,1.2820758,1.2572578,1.0549333,1.2201271,1.3072443,1.2710422,1.3813088,1.5790476,1.2486744,1.2376125,0.99043524,1.2062696,1.3028109,1.253803,1.3859495
16,-0.08352578,9.465569972991943,1.5781825,1.2812347,1.2576758,1.0549407,1.2234217,1.3059075,1.2708378,1.3797733,1.5791945,1.2480304,1.2370703,0.9901868,1.2049699,1.3002642,1.2522858,1.3829608
17,-0.05253339,9.628049373626709,1.5795692,1.2827247,1.2576445,1.0549514,1.2245182,1.3087627,1.2720615,1.3821702,1.579836,1.2488977,1.2375531,0.9904401,1.2065712,1.3029743,1.2534702,1.3841981
18,-0.07804239,9.541179656982422,1.5793048,1.2824754,1.2578515,1.054917,1.2244374,1.3091861,1.2720227,1.3820847,1.5793245,1.2476755,1.2368337,0.9901328,1.2072768,1.3029771,1.253848,1.3860308
19,-0.064594746,9.585269689559937,1.5762144,1.2801831,1.2565107,1.0535893,1.2225127,1.3067638,1.2713152,1.3820671,1.5794165,1.2481544,1.2373846,0.9901358,1.2040532,1.3018707,1.2533363,1.3855166
20,-0.08594406,12.426875352859497,1.5742067,1.2784264,1.2559266,1.0529273,1.2229022,1.3075566,1.2703806,1.3808179,1.57631,1.2460401,1.2328111,0.98777723,1.2046865,1.3015493,1.2519351,1.3855933
