iteration,max_fitness,time,rrmse_0,rrmse_1,rrmse_2,rrmse_3,rrmse_4,rrmse_5,rrmse_6,rrmse_7,rrmse_8,rrmse_9,rrmse_10,rrmse_11,rrmse_12,rrmse_13,rrmse_14,rrmse_15
0,-0.07970548,0.0,1.573445,1.2800152,1.253469,1.0780253,1.2206204,1.2950181,1.2536634,1.3433126,1.5554239,1.2152249,1.2133917,0.9595616,1.1959358,1.3063772,1.2233176,1.3499165
1,-0.066305876,2.3760879039764404,1.572928,1.2798314,1.2534274,1.0782982,1.2209638,1.2973328,1.2547033,1.3432873,1.5559182,1.215342,1.2155861,0.95947444,1.196716,1.3076074,1.2244787,1.3524663
2,-0.07213795,2.0501270294189453,1.5730845,1.2796513,1.252223,1.0774536,1.2238116,1.3002032,1.2593045,1.3471143,1.555333,1.2148881,1.2151809,0.9595661,1.1967328,1.307783,1.2249981,1.3536347
3,-0.049845934,1.9676868915557861,1.573549,1.2800585,1.2533524,1.0779669,1.2247468,1.3008022,1.2564961,1.3441796,1.5557684,1.2153869,1.2147616,0.959899,1.1965903,1.3073322,1.2233049,1.3493382
4,-0.067038536,1.8120372295379639,1.5691473,1.2787368,1.2524232,1.077634,1.2244688,1.3022757,1.2596885,1.3475108,1.5555801,1.2148489,1.2158631,0.95993245,1.1967521,1.3074073,1.224662,1.3520557
5,-0.08786905,1.8370063304901123,1.5736569,1.2799355,1.252546,1.0776006,1.2237861,1.300039,1.2560457,1.3443487,1.5551943,1.2149931,1.2107676,0.95816743,1.1959699,1.3070123,1.2224867,1.3498633
6,-0.10450721,1.9284915924072266,1.5724876,1.2790806,1.2534149,1.0782964,1.2212795,1.2981845,1.2538481,1.3421712,1.5551624,1.2142212,1.2153816,0.9600089,1.196731,1.3077813,1.2238096,1.3524545
7,-0.075971246,2.0832409858703613,1.5725127,1.2800378,1.2534587,1.078305,1.2249854,1.3009889,1.2584573,1.3462485,1.5558581,1.2154425,1.2149317,0.95923436,1.1966298,1.3074152,1.2241517,1.3513188
8,-0.11046445,1.8640110492706299,1.5711287,1.2757192,1.2529293,1.0773576,1.220602,1.2967846,1.2585777,1.346705,1.5542604,1.2145581,1.2151328,0.9595629,1.1915162,1.3043694,1.2245854,1.3525583
9,-0.05567181,1.8274874687194824,1.5736741,1.2797738,1.252771,1.0769511,1.2222933,1.2958492,1.2533509,1.3414891,1.5555998,1.2149361,1.2125931,0.9571356,1.1960864,1.305158,1.221898,1.3505309
10,-0.08835089,1.7874364852905273,1.5734985,1.2800449,1.2532206,1.0777774,1.2223538,1.2994344,1.2526612,1.3427345,1.5554717,1.2154356,1.2149069,0.9586418,1.1941446,1.305229,1.2213097,1.349555
11,-0.07594657,1.873534917831421,1.5666056,1.2782099,1.2522428,1.0778522,1.2249838,1.3023298,1.2591667,1.3462179,1.5528694,1.2127423,1.2152437,0.9600336,1.1953067,1.3072006,1.2249496,1.3536943
12,-0.066714406,2.0922951698303223,1.573356,1.2800308,1.2534629,1.07825,1.2229958,1.3002714,1.257441,1.3461034,1.5558097,1.2152127,1.2147093,0.95923996,1.194522,1.3045299,1.2232139,1.3507136
13,-0.06054938,1.890136957168579,1.5736527,1.2800395,1.2531551,1.0778962,1.2217398,1.2975706,1.2543123,1.3434385,1.555941,1.2153426,1.2144268,0.9591375,1.1949984,1.3065605,1.2214286,1.3489819
14,-0.055025697,1.8578839302062988,1.5722781,1.2799828,1.2534323,1.0781952,1.2231138,1.2970855,1.2546889,1.3423699,1.5531678,1.2141533,1.2158225,0.9599834,1.1965599,1.3077117,1.2238361,1.350592
15,-0.08901644,1.7432324886322021,1.5736283,1.2799263,1.2534539,1.0780244,1.2232893,1.2992228,1.2569706,1.3464835,1.5545226,1.215262,1.2147095,0.95914155,1.1955113,1.3061948,1.2244941,1.3517594
16,-0.039234757,1.9579031467437744,1.573517,1.2798479,1.2528846,1.0779136,1.2213358,1.2967662,1.2556872,1.3437059,1.5556661,1.2148929,1.2138687,0.95920646,1.1952667,1.3054773,1.2232057,1.3508787
17,-0.102898836,2.1135449409484863,1.5730064,1.2800218,1.2534539,1.0782385,1.2243414,1.2999895,1.2591147,1.3463647,1.5551376,1.2150425,1.2125577,0.9575976,1.1964502,1.3068484,1.2232043,1.3513196
18,-0.070104,1.831944227218628,1.5732431,1.2789843,1.251902,1.0752606,1.2212876,1.2992327,1.2569448,1.3422289,1.5558473,1.2153478,1.2143972,0.95845944,1.1941707,1.3040086,1.2211752,1.3473889
19,-0.09151471,1.808863639831543,1.5686115,1.2771878,1.2517321,1.0773208,1.2238778,1.2998953,1.2548004,1.343451,1.555632,1.2148315,1.2151793,0.9598379,1.1960702,1.3073825,1.2224953,1.3487093
20,-0.09583688,1.8303637504577637,1.5736307,1.2800081,1.2533693,1.078187,1.2236515,1.2988001,1.257301,1.3457232,1.5545058,1.2153805,1.2142243,0.95837796,1.1959921,1.3069984,1.2237703,1.3499357
21,-0.077913284,2.038409471511841,1.5730133,1.2800206,1.2534679,1.0781724,1.2237424,1.3000546,1.2564917,1.3444909,1.5555573,1.2152354,1.2157004,0.9596515,1.1967492,1.307696,1.2244819,1.351246
22,-0.077227,2.0491983890533447,1.5728358,1.2799983,1.2534354,1.078206,1.2245121,1.3012749,1.2582792,1.346687,1.5557426,1.2154539,1.2145295,0.9582842,1.1964794,1.3071051,1.2238009,1.3514265
23,-0.030225754,4.392290115356445,1.5731665,1.2797093,1.2528638,1.0779316,1.2223547,1.2999562,1.257543,1.3459808,1.5544854,1.2142429,1.212029,0.9575019,1.1945736,1.305748,1.2237604,1.3519313
24,-0.08780885,2.0336434841156006,1.5733631,1.2798344,1.2534553,1.0783074,1.2247884,1.3015226,1.2590554,1.3465201,1.5557206,1.2151603,1.2156518,0.96000606,1.1963874,1.3069893,1.2240137,1.3504367
25,-0.061937094,1.988654375076294,1.5725467,1.2800114,1.2534372,1.0782361,1.2241051,1.300928,1.2589645,1.345905,1.5559114,1.2153819,1.2158653,0.9591334,1.1960586,1.3066807,1.2241349,1.3513906
26,-0.08285272,1.9442083835601807,1.5735807,1.2799608,1.2534558,1.0780323,1.2244198,1.3003565,1.2575058,1.3464516,1.555717,1.2152351,1.2149441,0.9588337,1.1958517,1.3065823,1.2224591,1.3493477
27,-0.11296904,1.9490513801574707,1.5719771,1.2773708,1.250314,1.0748268,1.2228268,1.2986342,1.2560312,1.3444136,1.5545597,1.2153769,1.2139041,0.95717,1.1917639,1.3021735,1.2196447,1.3460844
28,-0.084477186,1.8743464946746826,1.5724382,1.2798431,1.2534798,1.0782355,1.2243215,1.3006774,1.2580264,1.3452789,1.5559336,1.2154593,1.2156107,0.9591491,1.1967511,1.3077384,1.2249178,1.3525102
29,-0.08086741,1.9769511222839355,1.5736262,1.2798294,1.253074,1.0772835,1.2242229,1.3009518,1.2592189,1.3462232,1.5548956,1.2147499,1.2137367,0.95796555,1.1959581,1.3058987,1.2245108,1.3524125
30,-0.12806475,2.0178701877593994,1.5735608,1.2800554,1.2532072,1.0779425,1.2247558,1.301964,1.2592298,1.3471556,1.5559388,1.2153633,1.215644,0.9592518,1.1964381,1.3076987,1.2246954,1.352721
